x,y,z,color,target,time,
-0.00807027,-0.0166716,0.137791,1,2,982518, 
-0.00807027,-0.0166716,0.137791,1,2,1937780, 
-0.00807027,-0.0166716,0.137791,1,2,2962170, 
-0.00807027,-0.0166716,0.137791,1,2,3942320, 
-0.00807027,-0.0166716,0.137791,1,2,4959210, 
-0.00807027,-0.0166716,0.137791,1,2,5950020, 
-0.00807027,-0.0166716,0.137791,1,2,6928590, 
-0.00807027,-0.0166716,0.137791,1,2,7966020, 
-0.00807027,-0.0166716,0.137791,1,2,8943800, 
-0.00807027,-0.0166716,0.137791,1,2,9987940, 
-0.00807027,-0.0166716,0.137791,1,2,11469000, 
-0.00807027,-0.0166716,0.137791,1,2,12069900, 
-0.00807027,-0.0166716,0.137791,1,2,12985700, 
-0.00807027,-0.0166716,0.137791,1,2,13924700, 
-0.00807027,-0.0166716,0.137791,1,2,14961800, 
-0.00807027,-0.0166716,0.137791,1,2,15940700, 
-0.00807027,-0.0166716,0.137791,1,2,16950900, 
-0.00807027,-0.0166716,0.137791,1,2,18015200, 
-0.00807027,-0.0166716,0.137791,1,2,20180500, 
-0.00807027,-0.0166716,0.137791,1,2,21175300, 
-0.00807027,-0.0166716,0.137791,1,2,22951900, 
-0.00807027,-0.0166716,0.137791,1,2,23934400, 
-0.00807027,-0.0166716,0.137791,1,2,24938600, 
-0.00807027,-0.0166716,0.137791,1,2,25946400, 
-0.00807027,-0.0166716,0.137791,1,2,28383600, 
-0.00807027,-0.0166716,0.137791,1,2,30406700, 
-0.00807027,-0.0166716,0.137791,1,2,31396700, 
-0.00807027,-0.0166716,0.137791,1,2,32946900, 
-0.00807027,-0.0166716,0.137791,1,2,33984400, 
-0.00807027,-0.0166716,0.137791,1,2,34963700, 
-0.00807027,-0.0166716,0.137791,1,2,36764800, 
-0.00807027,-0.0166716,0.137791,1,2,37789600, 
-0.00807027,-0.0166716,0.137791,1,2,39666500, 
-0.00807027,-0.0166716,0.137791,1,2,40630100, 
-0.00807027,-0.0166716,0.137791,1,2,42160600, 
-0.00807027,-0.0166716,0.137791,1,2,43177400, 
-0.00807027,-0.0166716,0.137791,1,2,44975800, 
-0.00807027,-0.0166716,0.137791,1,2,45961000, 
-0.00807027,-0.0166716,0.137791,1,2,46968100, 
-0.00807027,-0.0166716,0.137791,1,2,47963600, 
-0.0060527,-0.0166716,0.137793,1,2,50736200, 
-0.0060527,-0.0166716,0.137793,1,2,51713100, 
-0.0060527,-0.0166716,0.137793,1,2,53207300, 
-0.0060527,-0.0166716,0.137793,1,2,54237600, 
-0.0060527,-0.0166716,0.137793,1,2,55236700, 
-0.0060527,-0.0166716,0.137793,1,2,56227500, 
-0.0060527,-0.0166716,0.137793,1,2,57232200, 
-0.0060527,-0.0166716,0.137793,1,2,58196500, 
-0.0060527,-0.0166716,0.137793,1,2,61089100, 
-0.0060527,-0.0166716,0.137793,1,2,62593100, 
-0.0060527,-0.0166716,0.137793,1,2,64029200, 
-0.0060527,-0.0166716,0.137793,1,2,65125100, 
-0.0060527,-0.0166716,0.137793,1,2,66142800, 
-0.0060527,-0.0166716,0.137793,1,2,67152500, 
-0.0060527,-0.0166716,0.137793,1,2,68988800, 
-0.0060527,-0.0166716,0.137793,1,2,69963400, 
-0.0060527,-0.0166716,0.137793,1,2,71496600, 
-0.0060527,-0.0166716,0.137793,1,2,72505600, 
-0.0060527,-0.0166716,0.137793,1,2,73534000, 
-0.0060527,-0.0166716,0.137793,1,2,74463200, 
-0.0060527,-0.0166716,0.137793,1,2,75451600, 
-0.0060527,-0.0166716,0.137793,1,2,76387900, 
-0.0060527,-0.0166716,0.137793,1,2,79146600, 
-0.0060527,-0.0166716,0.137793,1,2,80122800, 
-0.0060527,-0.0166716,0.137793,1,2,81611800, 
-0.0060527,-0.0166716,0.137793,1,2,82625500, 
-0.0060527,-0.0166716,0.137793,1,2,83646400, 
-0.0060527,-0.0166716,0.137793,1,2,84651400, 
-0.0060527,-0.0166716,0.137793,1,2,85594400, 
-0.0060527,-0.0166716,0.137793,1,2,86541800, 
-0.00605148,-0.0156695,0.136801,1,2,88430200, 
-0.00605148,-0.0156695,0.136801,1,2,89407500, 
-0.00605148,-0.0156695,0.136801,1,2,90960900, 
-0.00605148,-0.0156695,0.136801,1,2,91858500, 
-0.00605148,-0.0156695,0.136801,1,2,92790400, 
-0.00605148,-0.0156695,0.136801,1,2,94273500, 
-0.00605148,-0.0156695,0.136801,1,2,95284900, 
-0.00605148,-0.0156695,0.136801,1,2,96214800, 
-0.00605148,-0.0156695,0.136801,1,2,98107600, 
-0.00605148,-0.0156695,0.136801,1,2,99072700, 
-0.00605148,-0.0156695,0.136801,1,2,100611000, 
-0.00605148,-0.0156695,0.136801,1,2,101762000, 
-0.00605148,-0.0156695,0.136801,1,2,103008000, 
-0.00605148,-0.0156695,0.136801,1,2,104188000, 
-0.00605148,-0.0156695,0.136801,1,2,105022000, 
-0.00605148,-0.0156695,0.136801,1,2,107992000, 
-0.00605148,-0.0156695,0.136801,1,2,109037000, 
